vin,dealer_id,model,variant,color,days_in_inventory,status
MTFPW6M9HKHJG4IHG,DLR_05,Safari,Pure,Orcus White,17,Available
MHQNNGS2WPZE5EGTY,DLR_02,Nexon,Creative,Fearless Purple,42,Available
T2LB25485HCQXCS1X,DLR_06,Punch,Accomplished,Daytona Grey,46,Available
ZRJO7VBHH5OL5U7NT,DLR_07,Tiago,XM,Flame Red,37,Available
WPQO2LNGIXMC4SX27,DLR_01,Nexon,Pure,Intensi-Teal,4,Available
K3YJZ99106AK32OOU,DLR_01,Nexon,Smart,Daytona Grey,28,Available
0RS210Q2LG1ZHQUNU,DLR_07,Harrier,Pure+,Daytona Grey,119,Critical
PYO2TLA27F8LWVV59,DLR_18,Nexon,Smart,Pure Grey,15,Available
XKGYG3VAH6NHKSQNA,DLR_06,Nexon,Pure,Flame Red,17,Available
0O6H5L3XFULHZQH9Q,DLR_17,Punch,Adventure,Orcus White,38,Available
BDX7M42O34OGWPNXZ,DLR_09,Safari,Smart,Oberon Black,173,Critical
TXC066O1EN1S2OFHB,DLR_12,Nexon,Smart,Daytona Grey,7,Available
OAE7L0RCTI8F34GAD,DLR_10,Nexon,Pure+,Pristine White,55,Available
PGZ6TPBWSXXDYPVBN,DLR_08,Punch,Adventure,Tornado Blue,33,Available
MGYH523GGODLUGHT7,DLR_03,Nexon,Fearless,Flame Red,8,Available
OQC3XNCHKV9DT94G8,DLR_03,Nexon,Smart+,Calgary White,25,Available
1Y9XCA6QS0SZAA1EI,DLR_20,Tiago,XZ,Daytona Grey,26,Available
NXI09P5EL2B2O31I0,DLR_03,Punch,Pure,Meteor Bronze,1,Available
VNLPA5CGWFHDV37IC,DLR_03,Punch,Pure,Orcus White,53,Available
KQWJ2C9OGPS0132AN,DLR_04,Harrier,Adventure,Daytona Grey,49,Available
JQQNVCEQFGAS0R778,DLR_14,Safari,Accomplished,Daytona Grey,52,Available
UGPJ60SRYZX70IB3W,DLR_07,Punch,Accomplished,Meteor Bronze,73,Aging
V84A1X7OV6SGP3JK8,DLR_12,Harrier,Adventure,Ash Grey,218,Critical
1MF07OL93ACZSX0GN,DLR_05,Harrier,Pure,Lunar Slate,113,Critical
GCG1J6OWW5FKNJMVR,DLR_03,Harrier,Smart,Ash Grey,45,Available
9DSAV917RMPN6937X,DLR_02,Harrier,Smart,Orcus White,57,Available
Z05EV5KZ3NWXROG98,DLR_01,Punch,Adventure,Tornado Blue,7,Available
IR02M77RXZDNVZ552,DLR_01,Safari,Pure,Cosmic Gold,27,Available
QEXIH1XDPZF761HJR,DLR_01,Harrier,Pure,Lunar Slate,250,Critical
LIU7CM600X28PIJKE,DLR_02,Curvv,Smart,Opera Blue,5,Available
LN0LVGNP127EXVDA4,DLR_09,Punch,Pure,Daytona Grey,27,Available
K043BLSYJ4UWHK8C3,DLR_15,Punch,Adventure,Atomic Orange,23,Available
7140K36FAOPRMOC0K,DLR_12,Nexon,Creative+,Daytona Grey,50,Available
4ZQFEZKFH00A0UY9F,DLR_12,Curvv,Pure+,Daytona Grey,43,Available
GB9XV8WOBIRY8XNY2,DLR_06,Curvv,Creative+,Virtual Sunrise,15,Available
NECRYSAUUJ02GRXPU,DLR_14,Harrier,Fearless,Coral Red,56,Available
AUT3RSVZ2E186GVGT,DLR_01,Nexon,Fearless,Daytona Grey,20,Available
4B9SNTP8AK8S2XQUZ,DLR_02,Safari,Smart,Daytona Grey,4,Available
3IGK38VHMEWCJN6OC,DLR_20,Tiago,XM,Daytona Grey,49,Available
9ZGNX3VPF9PAVCEDT,DLR_06,Nexon,Creative,Flame Red,31,Available
IAN8ND7G0L3RTZ5TV,DLR_10,Nexon,Smart+,Pristine White,8,Available
T5OVJYZXFUJ7XN1YP,DLR_02,Curvv,Accomplished,Daytona Grey,48,Available
SZ7IWDL14WCIDUDK7,DLR_06,Punch,Adventure,Calypso Red,4,Available
S95ZOW60ZZ0I0835T,DLR_01,Safari,Accomplished,Cosmic Gold,7,Available
4S8PNNE6IT1EKKH0U,DLR_09,Tiago,NRG,Midnight Plum,90,Aging
4CAQKDM0OAPHT6O6A,DLR_04,Nexon,Fearless,Pure Grey,96,Aging
TJ9XPF0A5ZDKEPLBX,DLR_03,Harrier,Pure,Coral Red,18,Available
YE12O003E82EMAYB3,DLR_19,Curvv,Accomplished+,Opera Blue,40,Available
PW0GKEJZXPR2D0VG4,DLR_09,Punch,Pure,Calypso Red,25,Available
WDBOLWIMRSXKJKMPL,DLR_02,Tiago,XE,Flame Red,129,Critical
6DG8NKDAT5L0N2TNX,DLR_01,Nexon,Smart,Daytona Grey,2,Available
V6XGZ7CTM09HZBGTJ,DLR_05,Nexon,Fearless,Fearless Purple,27,Available
EPRS82GJ8K8C9G3RT,DLR_16,Safari,Accomplished,Stardust Ash,41,Available
HAUVA7SSZJ4KJEITK,DLR_01,Tiago,XM,Midnight Plum,61,Available
9HEXW8L85JE6K9WAM,DLR_18,Tiago,XM,Opal White,40,Available
U0Y8JWVHPLHW4OQ0P,DLR_04,Harrier,Smart,Lunar Slate,340,Aging
7GKL53YGFPQXO0E1A,DLR_07,Nexon,Pure,Pure Grey,73,Aging
E1J7V2A2T34DF163L,DLR_05,Nexon,Smart,Pure Grey,27,Available
BTD5OAIINMK7YYZ6R,DLR_03,Punch,Accomplished,Daytona Grey,8,Available
M7DBFPMGP6YWK5JRN,DLR_03,Altroz,Dark,Downtown Red,54,Available
FFQ293EP0FLE1MRR9,DLR_17,Nexon,Creative,Pure Grey,128,Aging
RTT3NUPUY0ZIA9AU8,DLR_10,Tiago,XE,Daytona Grey,23,Available
4T7PHI0EZF0ZPBDUR,DLR_01,Curvv,Pure,Pristine White,1,Available
3O1QFS8Q0PXAECXVG,DLR_02,Tiago,XE,Daytona Grey,5,Available
JULI7JDN80OCO39VC,DLR_06,Nexon,Pure,Calgary White,42,Available
NPJDN2MIFDHA6GH7I,DLR_07,Harrier,Adventure,Ash Grey,11,Available
DL918SLOMEYL6SS1A,DLR_09,Nexon,Smart,Calgary White,3,Available
CW8IHYFZ9S9VS1QEK,DLR_07,Safari,Accomplished,Daytona Grey,7,Available
V8U9DA1L526RQGKCU,DLR_18,Tiago,XE,Arizona Blue,7,Available
XFEUB4O47EN48NYSJ,DLR_01,Punch,Accomplished,Meteor Bronze,214,Aging
DNU4I5YMQT3DGD8OP,DLR_11,Safari,Adventure,Cosmic Gold,81,Aging
EQT8FHU91C329HHA1,DLR_01,Punch,Adventure,Orcus White,60,Available
5QPH6GB6P8KH7RT28,DLR_03,Punch,Pure,Calypso Red,14,Available
CYWL9700LFQF5E8OS,DLR_17,Punch,Accomplished,Daytona Grey,55,Available
DH9PTFNM88UA3A6S5,DLR_07,Nexon,Creative,Calgary White,34,Available
1EGPGVTN4YPKW7493,DLR_10,Harrier,Pure,Coral Red,163,Critical
PUBKPIQNHQE86O3Z0,DLR_10,Nexon,Pure+,Calgary White,69,Aging
66YA6BA24S0LGUPUO,DLR_05,Nexon,Smart,Fearless Purple,8,Available
O0OLFIZEEUO164FLD,DLR_06,Tiago,XE,Arizona Blue,7,Available
UA09W1GXHG403NJBC,DLR_01,Nexon,Creative,Intensi-Teal,43,Available
EFJGC46HD2ORWHP6W,DLR_01,Nexon,Fearless+,Flame Red,18,Available
4EMM9VASJEVTS1HN6,DLR_02,Punch,Adventure,Atomic Orange,36,Available
HDZXQ3P87JH4Z8D2V,DLR_02,Nexon,Smart,Daytona Grey,4,Available
JLDNHM63Q68JOV58T,DLR_03,Nexon,Creative,Calgary White,21,Available
HNFLAYZHULICKHHUZ,DLR_02,Punch,Accomplished+,Orcus White,9,Available
LLH2R9PEGLNUKX496,DLR_14,Curvv,Creative,Opera Blue,30,Available
AQ3OKLMC1RBK9RX64,DLR_15,Punch,Adventure,Daytona Grey,7,Available
50ID033TAYB5BBKJY,DLR_02,Curvv,Smart,Pristine White,2,Available
LFV46WYSIRRK1RD1Z,DLR_05,Safari,Adventure,Oberon Black,19,Available
8CAH3GDHVS41LQFS6,DLR_15,Punch,Pure,Orcus White,32,Available
GKFL5XF50I6GBXQJ7,DLR_05,Nexon,Fearless+,Intensi-Teal,4,Available
JDX0PKOVTRPYX8HBB,DLR_06,Nexon,Smart,Intensi-Teal,17,Available
OD05JH2MKV0DSZRK6,DLR_01,Nexon,Smart,Intensi-Teal,30,Available
XPA95G1AMRA5RBAYK,DLR_04,Nexon,Smart,Calgary White,1,Available
MRMTXJQ3KMSX54RJS,DLR_07,Nexon,Creative,Flame Red,21,Available
I09M0G8W85Y6Q8SJY,DLR_02,Tiago,XM,Daytona Grey,9,Available
SMWPQ82K8RYQF8WXK,DLR_06,Safari,Pure,Stardust Ash,10,Available
LPXAJMK4X1FDJ9HVC,DLR_14,Punch,Pure,Calypso Red,81,Aging
8DJKLUYLUYHETKDUW,DLR_07,Nexon,Smart+,Fearless Purple,15,Available
L7ZQPPOAU8P1WKISE,DLR_05,Tiago,NRG,Daytona Grey,45,Available
A35QBB3XMDKRLC0Y0,DLR_08,Tiago,XM,Arizona Blue,7,Available
Y4KL9ARYEAVEDHR3P,DLR_03,Nexon,Smart,Calgary White,8,Available
T3Y4WPWG3XG0TRKY8,DLR_02,Nexon,Pure,Pure Grey,7,Available
PBQUAKX6WB68Q0J9M,DLR_11,Punch,Adventure,Tornado Blue,28,Available
XMZMZ2K1KO6XNQXU7,DLR_07,Safari,Pure,Lunar Slate,19,Available
3CB0IXRYLI172D50N,DLR_07,Harrier,Smart,Oberon Black,29,Available
NWBGDQEWUHRYI0PT2,DLR_17,Altroz,XE,Downtown Red,140,Critical
MOTCG06XR3URMWUEC,DLR_01,Nexon,Fearless,Flame Red,40,Available
RBTA3K3OM5FKTISWL,DLR_05,Punch,Pure,Daytona Grey,1,Available
MJM1FT07X5IC86Z1B,DLR_08,Tiago,NRG,Flame Red,33,Available
JBBSXPK48AB13T4Y0,DLR_18,Altroz,XM+,Downtown Red,227,Aging
EEW6MM7IDAO13TB25,DLR_01,Tiago,XZ,Arizona Blue,51,Available
V69EOXXC7HZ364PKN,DLR_01,Nexon,Smart,Pristine White,3,Available
DMO8RC64SKTE02BIP,DLR_16,Tiago,XE,Flame Red,45,Available
K8C4NANPINXTXB176,DLR_18,Harrier,Smart,Coral Red,7,Available
M3PP00CDNZY47QUUS,DLR_05,Harrier,Adventure+,Oberon Black,1,Available
8DITMOWNX23VEULJG,DLR_05,Nexon,Creative,Daytona Grey,84,Available
HC7JVLCG1J5EWFWBE,DLR_06,Punch,Adventure,Meteor Bronze,39,Available
CZJJY4MZVMCPSILN3,DLR_11,Nexon,Creative+,Flame Red,33,Available
MOXQ9WFB76AV3S2SU,DLR_10,Punch,Creative,Calypso Red,38,Available
9CC7ISUTP04SBRSPJ,DLR_03,Punch,Creative,Atomic Orange,7,Available
0EI05NMS6XVQPU3ET,DLR_04,Safari,Smart,Stardust Ash,5,Available
CP9UW165AEJT70EBP,DLR_06,Harrier,Pure+,Coral Red,90,Aging
ZIKM3MVDZC786W0P1,DLR_20,Harrier,Smart,Ash Grey,159,Critical
AVYQLG0K1IRBSSS7K,DLR_13,Harrier,Adventure,Oberon Black,15,Available
K5LMFKRIG7JVDIKDT,DLR_13,Punch,Creative,Atomic Orange,94,Critical
A3AH7U0S3KDZ4PPJ5,DLR_02,Tiago,XM+,Midnight Plum,30,Available
LSJWS1ZL7P72L4X5B,DLR_13,Altroz,XE,Downtown Red,115,Aging
QRGREWDS0HPRWZBYW,DLR_01,Tiago,XE,Daytona Grey,32,Available
YRWVTKH861PQIPG8X,DLR_03,Tiago,XM,Daytona Grey,89,Available
IKS62C1JLOPO6J0M3,DLR_06,Punch,Pure,Meteor Bronze,42,Available
8WLVA02DZ61TXSNHF,DLR_06,Punch,Accomplished,Orcus White,52,Available
TIA41SS2BKAWYB03N,DLR_16,Tiago,XE,Flame Red,16,Available
Z0A0T7DVO342P0KQD,DLR_15,Punch,Creative,Tornado Blue,8,Available
KZSN9081ZQUA1QRDL,DLR_09,Altroz,XM,Harbour Blue,387,Critical
DO4S41CRO04BYV5JH,DLR_10,Nexon,Smart,Daytona Grey,109,Critical
RT007PCEASEH5E5RW,DLR_07,Tiago,XM,Daytona Grey,23,Available
9Z5JL6UFKY28NVQHL,DLR_02,Tiago,NRG,Opal White,4,Available
GQ9AZHDQDWVCW5MAG,DLR_20,Harrier,Fearless,Lunar Slate,114,Critical
7UXHVDHGUESXNU4V8,DLR_17,Punch,Adventure,Calypso Red,36,Available
2FF5L6BSPXLSEUNNR,DLR_09,Harrier,Fearless,Orcus White,83,Aging
Z4UR2YUPMANQY0HU9,DLR_07,Punch,Accomplished,Orcus White,199,Aging
SALDNJ7VBJRBZJW83,DLR_05,Curvv,Smart,Virtual Sunrise,2,Available
513BB6F05EP4CWCDT,DLR_17,Safari,Accomplished+,Lunar Slate,12,Available
V7S7O4YC3S0DPJHSG,DLR_03,Altroz,XM+,Avenue White,146,Aging
UZUQED0GV812HNC0I,DLR_15,Harrier,Smart,Coral Red,7,Available
NKKUO4JH9JPDMN1S3,DLR_10,Safari,Accomplished,Cosmic Gold,1,Available
9PXYKM8T0JSHHJ7SW,DLR_02,Harrier,Fearless,Daytona Grey,42,Available
LDM6FRM6GMFT1PWVZ,DLR_07,Punch,Adventure,Atomic Orange,27,Available
OB7I77DPJUVFFKVZS,DLR_07,Harrier,Smart,Oberon Black,31,Available
FMOQXHGLG4P0FT1AF,DLR_08,Curvv,Smart,Virtual Sunrise,138,Aging
QI7NL7OLKY5VTMY8A,DLR_08,Nexon,Smart+,Calgary White,44,Available
XEGHPMXPKN3B8PFY4,DLR_02,Safari,Smart,Oberon Black,142,Aging
FESYAXYPBP0E36S2Z,DLR_01,Punch,Accomplished,Meteor Bronze,43,Available
CA8ZJSW5PQB5QBVNP,DLR_19,Safari,Smart,Lunar Slate,66,Available
QKBE0TOGTEFR6MQW7,DLR_14,Harrier,Smart,Coral Red,15,Available
BV03DS0MWKOG0Z0C6,DLR_17,Curvv,Creative+,Virtual Sunrise,3,Available
2YBUH7JYGSBOGKAH2,DLR_14,Altroz,XM+,Cosmo Dark,51,Available
IZHW0VQPVTRUML3F4,DLR_04,Harrier,Pure,Lunar Slate,20,Available
UCR9C0TK1QQFVWUO1,DLR_08,Punch,Pure,Meteor Bronze,9,Available
8EOHDK5199TMH6K1W,DLR_04,Harrier,Adventure,Ash Grey,191,Critical
IO1K7F5OA31XYDUPP,DLR_11,Harrier,Adventure,Oberon Black,57,Available
OAVFWY8AV2OSG6Q0I,DLR_01,Nexon,Smart,Intensi-Teal,177,Critical
QYPIGQX2456IZC0YO,DLR_12,Punch,Pure,Tornado Blue,93,Critical
1XTAR0KO31NZSXPEF,DLR_07,Tiago,XM,Flame Red,110,Critical
M62HDXC6RIJKQ2ZUV,DLR_15,Nexon,Creative,Daytona Grey,23,Available
K8FWRPK0ZFKNWBHKV,DLR_02,Harrier,Pure,Coral Red,55,Available
GMF4LN5RGSG6A8MLI,DLR_12,Nexon,Creative,Calgary White,28,Available
66442SIHXODLCTT05,DLR_14,Nexon,Creative,Pristine White,20,Available
XIYQBVTDG3C6SCIVU,DLR_01,Altroz,XM+,Avenue White,92,Critical
EDHTHRUU5E51H3WQA,DLR_08,Punch,Accomplished+,Atomic Orange,5,Available
8K5IJULP98RL9QFCP,DLR_09,Harrier,Pure,Oberon Black,23,Available
1HSLTDKVUFF124VF8,DLR_17,Punch,Adventure,Daytona Grey,84,Available
Q4KFMM0QPOP1O8M29,DLR_10,Altroz,XZ,Avenue White,6,Available
NL2LUHHS4DILRZQ8B,DLR_01,Harrier,Adventure,Lunar Slate,11,Available
DXJN7DE0L1OFFKHDI,DLR_11,Harrier,Fearless,Coral Red,326,Critical
1C2ZL46Q5GQQLYZJ0,DLR_14,Tiago,XE,Flame Red,34,Available
C9NU985LTKMCCDUEF,DLR_02,Nexon,Pure,Calgary White,56,Available
Q69FLGUQ2086OKWOA,DLR_16,Tiago,XM+,Daytona Grey,75,Available
X1UM55F1HGAV42T8L,DLR_02,Punch,Creative,Calypso Red,36,Available
HME6P4NP00NQOHN3D,DLR_03,Punch,Pure,Meteor Bronze,143,Aging
0M9OHDSRS8ANP8DML,DLR_17,Nexon,Creative,Pure Grey,4,Available
35A806B4GASFQBVH0,DLR_18,Nexon,Pure+,Fearless Purple,7,Available
3G5DFRLW6JL2L5B56,DLR_09,Punch,Creative,Orcus White,140,Aging
6D9ER94TEVWLQ6EXN,DLR_05,Nexon,Pure,Daytona Grey,3,Available
S2FX0ZKWIJ0KZQVS9,DLR_12,Tiago,XM,Midnight Plum,2,Available
402W29AW4IOAR4G58,DLR_17,Nexon,Smart+,Daytona Grey,43,Available
XSM9GM51QD41J2PAT,DLR_20,Punch,Adventure,Meteor Bronze,3,Available
MQT788G35SFY1H0S2,DLR_20,Nexon,Creative,Fearless Purple,9,Available
GFYW4I7ZT8PHB8OOS,DLR_08,Tiago,XE,Midnight Plum,6,Available
ZYH0VC1FRF899OFPV,DLR_07,Punch,Adventure,Calypso Red,2,Available
VYHFJLWSS1VIP3TVF,DLR_05,Nexon,Smart,Daytona Grey,73,Available
JWPGZ5RKSD085I4RZ,DLR_13,Safari,Adventure,Orcus White,48,Available
XLYJMAZRVHPJ93RVU,DLR_01,Punch,Pure,Atomic Orange,52,Available
XDD8IUZV3ZBXPQ5BO,DLR_16,Tiago,XZ,Opal White,52,Available
WLKOBQ6MYM8J2LZW1,DLR_13,Safari,Pure,Daytona Grey,50,Available
2GRDMT28LL6DOWX1H,DLR_08,Nexon,Creative+,Fearless Purple,16,Available
EU6ZU1TOZHDV5OJZT,DLR_07,Safari,Pure,Stardust Ash,79,Aging
LI3IF9AIZH5P3FK84,DLR_17,Punch,Pure,Calypso Red,30,Available
SOU6NJ2N2PN7ITCYL,DLR_06,Punch,Accomplished,Orcus White,27,Available
ZTD3IMZ93IJ4QPVC9,DLR_12,Safari,Adventure+,Orcus White,417,Aging
M8JJ6AVP1EOXLZKI2,DLR_07,Nexon,Pure+,Calgary White,69,Aging
8B1V1CCOFH9194B70,DLR_06,Tiago,XZ,Midnight Plum,10,Available
NR4GLGPJDJHMXCQDJ,DLR_02,Punch,Adventure,Atomic Orange,16,Available
ALL2UNCGWRT9DYFNG,DLR_01,Safari,Pure+,Orcus White,8,Available
752E77DYVGDGFWMQX,DLR_16,Punch,Accomplished+,Meteor Bronze,1,Available
F8R2BC9R4X1V4DX6U,DLR_14,Safari,Accomplished,Orcus White,27,Available
1KWONRRLRNR2KYB3G,DLR_07,Harrier,Adventure,Coral Red,25,Available
BB8NMT3YPS4SYBHQG,DLR_17,Nexon,Creative,Daytona Grey,40,Available
BN6EK6X6LGOI7OFVW,DLR_04,Nexon,Creative,Intensi-Teal,26,Available
X6OA3N4G2JAYB1EYC,DLR_17,Nexon,Pure+,Fearless Purple,25,Available
JY7OTKUDE358TRE9Q,DLR_02,Nexon,Creative,Intensi-Teal,20,Available
IWPFVB71GHLU8M87M,DLR_03,Nexon,Creative,Pure Grey,26,Available
GGXP5CITUF8CYOTWG,DLR_10,Nexon,Smart+,Pristine White,14,Available
U31EIWUCX67XKWQ0Y,DLR_05,Curvv,Smart,Pristine White,1,Available
MFWG895NA2FQZTIO4,DLR_05,Tiago,NRG,Daytona Grey,29,Available
QMXETIZU802NQ52NL,DLR_18,Punch,Adventure,Atomic Orange,19,Available
HTFNSGPYNYJ0UFO2H,DLR_07,Punch,Accomplished,Daytona Grey,12,Available
1TWBDCA75LD7M08LC,DLR_07,Punch,Creative,Meteor Bronze,26,Available
2F5FE6OUWZK4IE86D,DLR_04,Tiago,NRG,Flame Red,61,Aging
9NPUQARYMMDNGWY7D,DLR_17,Nexon,Pure,Pure Grey,7,Available
M9RWV9NJS96ALGXZJ,DLR_19,Curvv,Smart,Daytona Grey,46,Available
E9W0AN6NBYZM242OM,DLR_05,Altroz,XM,Opera Blue,65,Aging
7DXLSE33DCNF225AA,DLR_12,Curvv,Pure+,Daytona Grey,4,Available
LXWCE77GZDPYHZNWG,DLR_16,Safari,Adventure,Cosmic Gold,328,Critical
V4PSC9J5UGE1G41IO,DLR_12,Safari,Pure,Lunar Slate,12,Available
MIA6YKFCR6C1PY6Q9,DLR_04,Safari,Pure,Daytona Grey,41,Available
8U0LM3NKRT0IGYO5L,DLR_04,Harrier,Adventure,Lunar Slate,60,Available
0N852N5FNP36F8HAR,DLR_18,Safari,Pure,Lunar Slate,22,Available
GVRP4RXMD8ZVFSRHR,DLR_03,Nexon,Pure,Pure Grey,178,Critical
VTMNYEURANI8Y66W6,DLR_10,Curvv,Pure,Pure Grey,10,Available
82U6ZV3IU6L5NFLTQ,DLR_04,Punch,Adventure,Atomic Orange,1,Available
ZN1RIAMWU28RL5H3G,DLR_18,Curvv,Creative,Opera Blue,52,Available
K2P3AJFAX1CQ6FWTV,DLR_09,Curvv,Pure,Pristine White,31,Available
FE8E5TNLZTWXOL4BK,DLR_02,Harrier,Pure,Lunar Slate,44,Available
CFS7I19MO1RTSXOF3,DLR_08,Tiago,NRG,Daytona Grey,32,Available
XUB4IBHIF5SL1YA1R,DLR_07,Safari,Smart,Stardust Ash,1,Available
UAZUN6FHT60KUSFHV,DLR_12,Harrier,Pure+,Oberon Black,4,Available
VXSOGB205HU03Y53M,DLR_04,Punch,Pure,Calypso Red,18,Available
LHGMRZZQO17RV2Y7C,DLR_10,Nexon,Pure,Pristine White,1,Available
NUFBHGP5CPA16KJ75,DLR_01,Nexon,Smart,Flame Red,96,Critical
E0Q5ZJAUCYHONBPQG,DLR_03,Safari,Accomplished,Cosmic Gold,101,Critical
JY8GY39BU4UZ2Z0KD,DLR_17,Nexon,Pure+,Pristine White,61,Aging
0MGOQMK31RTMPV5LM,DLR_15,Punch,Accomplished,Calypso Red,74,Aging
4WVT3F2F3HYCPESBD,DLR_13,Punch,Creative,Tornado Blue,31,Available
ME02TOXOU0Y9IXFY1,DLR_17,Nexon,Pure+,Daytona Grey,41,Available
ZL1KHW8GAKH3YCQE8,DLR_17,Harrier,Fearless,Ash Grey,1,Available
W7WVY9RMJR211PV58,DLR_01,Harrier,Pure+,Coral Red,5,Available
DI3WDNMVQLTZQWDYV,DLR_20,Harrier,Pure,Orcus White,33,Available
U2T0JESGQ4BVPY8CR,DLR_01,Harrier,Pure+,Daytona Grey,31,Available
KI5VRZ38EFE9VAR2P,DLR_05,Nexon,Creative,Daytona Grey,45,Available
PZCD5XRSI7EADGHXT,DLR_17,Harrier,Pure,Ash Grey,22,Available
BHK0ONSASJTK3LIRH,DLR_07,Tiago,NRG,Midnight Plum,20,Available
4CY4F1R9CFWOW73O1,DLR_07,Harrier,Smart,Oberon Black,53,Available
4I6R8SO5WISRCVPUZ,DLR_04,Nexon,Smart+,Fearless Purple,160,Critical
9M4V74QR14VUYV2EM,DLR_14,Harrier,Smart,Coral Red,38,Available
75VI7LIG9GMYKVYGW,DLR_20,Harrier,Pure+,Orcus White,5,Available
THQSE0KIVWM53NOZ7,DLR_14,Harrier,Adventure,Lunar Slate,31,Available
OC3JR7T3SPJ9WRDPL,DLR_05,Punch,Pure,Tornado Blue,242,Critical
TED0PBXCE9ZKIHV17,DLR_02,Nexon,Creative,Flame Red,75,Aging
NTAFUW93EIOIV67KA,DLR_03,Punch,Pure,Orcus White,8,Available
4OPF541A1HYP5MASN,DLR_06,Harrier,Fearless,Ash Grey,1,Available
2HLOIKIVQA7IZQ2NM,DLR_03,Punch,Pure,Atomic Orange,30,Available
IN9RG4XV349N1D6DZ,DLR_07,Punch,Accomplished,Tornado Blue,15,Available
K6ILSIDBX287GT76I,DLR_01,Nexon,Fearless,Pristine White,3,Available
GEQ10F7IA41SASCEB,DLR_03,Safari,Adventure,Orcus White,12,Available
IGDIX1CNAQ2YOTOS8,DLR_02,Nexon,Creative+,Intensi-Teal,54,Available
7G4EBC94E6NKAR1H1,DLR_05,Curvv,Creative,Opera Blue,54,Available
OF66JOZNHE8IFXDNM,DLR_07,Harrier,Pure+,Daytona Grey,46,Available
TB94CLLSAD0UCSWNQ,DLR_17,Curvv,Accomplished,Daytona Grey,16,Available
V51PSXT0S9F3LZ0WF,DLR_09,Punch,Adventure,Calypso Red,5,Available
AEPG25PU9H9FB02H6,DLR_03,Harrier,Adventure,Daytona Grey,4,Available
8JU63LXSY4VY32I3P,DLR_11,Nexon,Smart,Pure Grey,99,Aging
K5DFI25I67ZSOOUKI,DLR_18,Nexon,Smart+,Calgary White,6,Available
PO9MNLR97OHPII2MV,DLR_18,Tiago,XZ,Opal White,31,Available
RD83X9AGE9NY3MUB6,DLR_16,Tiago,XE,Opal White,5,Available
GGO9DVWS3KCVJXZDV,DLR_01,Punch,Accomplished,Daytona Grey,8,Available
MSKZO3I9LLIFFCVED,DLR_01,Harrier,Fearless,Lunar Slate,25,Available
ZPEX7TV7HRBFGCB4J,DLR_02,Punch,Pure,Atomic Orange,12,Available
L8PL6UZA28OR9F5IV,DLR_07,Nexon,Pure+,Fearless Purple,91,Critical
MWMD18HFY40JOTV7H,DLR_17,Curvv,Creative,Virtual Sunrise,34,Available
QKAV8C3PQ5U74IJ64,DLR_13,Harrier,Smart,Oberon Black,63,Available
H3IABC2T67A50121X,DLR_11,Safari,Pure+,Orcus White,50,Available
LTHYCX8AE0JXYO6HF,DLR_09,Punch,Accomplished,Tornado Blue,102,Critical
954AI2278EQE12QEY,DLR_17,Nexon,Smart+,Intensi-Teal,28,Available
806W819FMSYG91MMO,DLR_01,Nexon,Creative,Calgary White,58,Available
W10C9IX6R1NXHBQAM,DLR_02,Harrier,Pure+,Daytona Grey,8,Available
4VUEER90MWB4LL3K4,DLR_17,Altroz,XZ,Downtown Red,349,Critical
K499NR0OAKGDESVDE,DLR_04,Nexon,Fearless,Pristine White,48,Available
CBL116CZ75T6XDO7L,DLR_14,Altroz,XM,Cosmo Dark,15,Available
A6B3ODF76IMG7ZD3Q,DLR_02,Safari,Pure,Daytona Grey,8,Available
ASJ21GTCHYGTMOV6K,DLR_02,Harrier,Adventure,Lunar Slate,23,Available
9OGJEGXEYEB900YEH,DLR_16,Nexon,Smart,Fearless Purple,29,Available
HF025LOXYPHWHM54X,DLR_09,Curvv,Creative,Virtual Sunrise,13,Available
240SHDKKG1R1CQKIH,DLR_18,Punch,Adventure,Meteor Bronze,12,Available
E2XN9TXFJNJD5SLOC,DLR_15,Safari,Accomplished,Lunar Slate,16,Available
7W9A8LYTUAGDL1J2V,DLR_02,Curvv,Accomplished,Pristine White,48,Available
W6L4M1TRPUYD6I5HO,DLR_11,Tiago,NRG,Flame Red,5,Available
HDJ7O9X66D7WDJV07,DLR_01,Altroz,XZ,Opera Blue,95,Aging
7R925DSIUAZ71UF09,DLR_07,Nexon,Smart+,Pure Grey,24,Available
HEQXIEE6HW5KYFC6R,DLR_11,Tiago,XE,Daytona Grey,62,Aging
FCOPZFZZ5T6V8VLQ3,DLR_05,Nexon,Pure,Calgary White,7,Available
QLV724HK1QDU2EB0T,DLR_11,Tiago,XE,Daytona Grey,50,Available
G52IB4TCTDSDJT3BR,DLR_08,Safari,Pure,Cosmic Gold,89,Aging
PPWC1QY9MBAAXA3BL,DLR_02,Safari,Adventure+,Orcus White,31,Available
D2TN20VZ9LY2SKKFT,DLR_14,Harrier,Pure+,Daytona Grey,38,Available
3KWBNBPAVAJIMMNST,DLR_11,Nexon,Pure,Intensi-Teal,75,Aging
NBLGU0TBQOIVWQM91,DLR_08,Punch,Pure,Calypso Red,17,Available
275JT660J08XTR5IG,DLR_18,Harrier,Fearless,Daytona Grey,5,Available
FOY0SXYLKA51E04PD,DLR_03,Harrier,Adventure,Daytona Grey,1,Available
OM115BOIYMYK86ADN,DLR_03,Altroz,XM,Opera Blue,12,Available
