Line_Item_ID,Job_Card_Number,Part_Number,Description,Inventory_Level,Quantity_Consumed,Unit_Price,Billed_Amount,Tax_Code
LI000000292,JC00000173,3E051235,Cylinder Head Assembly,Macro,1.0,127775.81,127775.81,GST12
LI000000293,JC00000174,5M044084,Transmission Assembly,Macro,1.0,79579.42,79579.42,GST12
LI000000294,JC00000174,990J0M38098,RTV Gasket Maker,Consumable,1.0,1033.9,1033.9,GST12
LI000000295,JC00000174,990J0M35280,Steering Cover,Consumable,0.5,2375.65,1187.82,GST12
LI000000296,JC00000175,17630581,Ignition Coil,Mid,1.0,2064.94,2064.94,GST5
LI000000297,JC00000175,99000M91397,Tyre Shine,Consumable,0.5,2403.32,1201.66,GST18
LI000000298,JC00000175,99000M55026,Foam Wash Liquid,Consumable,0.25,27.31,6.83,GST12
LI000000299,JC00000176,99000M89349,Super Adhesive,Consumable,0.5,1209.35,604.67,GST18
LI000000300,JC00000176,990J0M89484,Super Adhesive,Consumable,0.25,378.74,94.68,GST12
LI000000301,JC00000177,42184137,AC Compressor Bracket,Mid,1.0,25921.32,25921.32,GST5
LI000000302,JC00000178,137346584,Cabin Air Filter,PM,1.0,268.56,268.56,GST18
LI000000303,JC00000179,95153585,Brake Pad Set,Mid,1.0,36077.72,36077.72,GST5
LI000000304,JC00000180,17632431,Brake Disc,Mid,1.0,13395.22,13395.22,GST12
LI000000305,JC00000180,99000M95094,Super Adhesive,Consumable,0.25,75.65,18.91,GST12
LI000000306,JC00000181,990J0M626338,Spark Plug,PM,2.0,2160.0,4320.0,GST18
LI000000307,JC00000181,99000M56671,Body Wax Top,Consumable,0.5,103.0,51.5,GST5
LI000000308,JC00000181,3E042556,Front End Module,Macro,1.0,180599.98,180599.98,GST5
LI000000309,JC00000182,99000M51895,Windshield Washer Fluid,Consumable,0.25,1541.37,385.34,GST12
LI000000310,JC00000183,137582615,Fuel Filter Kit,PM,1.0,1655.97,1655.97,GST18
LI000000311,JC00000184,990J0M66852,Rubber Care,Consumable,1.0,11.3,11.3,GST5
LI000000312,JC00000185,99000M91802,Steering Cover,Consumable,2.0,2270.16,4540.32,GST5
LI000000313,JC00000186,990J0M00779,Super Adhesive,Consumable,2.0,2347.0,4694.0,GST18
LI000000314,JC00000187,990J0M65520,Car Primer,Consumable,0.25,2327.59,581.9,GST18
LI000000315,JC00000188,99000M63345,Car Primer,Consumable,0.25,2219.16,554.79,GST12
LI000000316,JC00000189,137535165,Wiper Blade Insert,PM,1.0,2589.39,2589.39,GST5
LI000000317,JC00000190,4866569,Spacer Shim,Micro,1.0,317.65,317.65,GST12
LI000000318,JC00000191,3E086329,Gearbox,Macro,1.0,196566.34,196566.34,GST18
LI000000319,JC00000192,0924417,Banjo Connector Screw,Micro,2.0,283.55,567.1,GST18
LI000000320,JC00000193,991502732,Cabin Air Filter,PM,1.0,3574.83,3574.83,GST5
LI000000321,JC00000194,137529725,Brake Fluid,PM,1.0,1006.52,1006.52,GST18
LI000000322,JC00000194,17660677,Brake Disc,Mid,1.0,16498.32,16498.32,GST12
LI000000323,JC00000195,990J0M37204,Steering Cover,Consumable,1.0,2166.78,2166.78,GST18
LI000000324,JC00000196,990J0M61277,Microfibre Cloth,Consumable,0.25,32.9,8.22,GST5
LI000000325,JC00000197,0922906,O-Ring Washer,Micro,2.0,197.68,395.36,GST12
LI000000326,JC00000197,99000M21687,Upholstery Cleaner,Consumable,2.0,564.22,1128.44,GST5
LI000000327,JC00000198,5M096365,Body Shell in White,Macro,1.0,43957.32,43957.32,GST18
LI000000328,JC00000198,990J0M503119,Engine Oil Filter,PM,1.0,5372.16,5372.16,GST18
LI000000329,JC00000198,42191061,AC Compressor Bracket,Mid,1.0,8433.93,8433.93,GST18
LI000000330,JC00000199,38248559,Damper Pulley,Mid,1.0,20206.08,20206.08,GST18
LI000000331,JC00000199,6A033196,Chassis Frame,Macro,1.0,219013.43,219013.43,GST12
LI000000332,JC00000200,990J0M91093,Steering Cover,Consumable,3.0,851.61,2554.83,GST5
LI000000333,JC00000200,4864419,Lock Pin,Micro,1.0,174.77,174.77,GST18
LI000000334,JC00000200,3865164,Bolt Kit,Micro,2.0,933.1,1866.2,GST18
LI000000335,JC00000201,3E085388,Cylinder Head Assembly,Macro,1.0,226505.43,226505.43,GST18
LI000000336,JC00000201,990J0M68507,Steering Cover,Consumable,0.25,1376.35,344.09,GST5
LI000000337,JC00000202,99000M78869,Body Wax Top,Consumable,0.5,2376.52,1188.26,GST18
LI000000338,JC00000203,990J0M84664,Tyre Shine,Consumable,0.25,507.19,126.8,GST12
LI000000339,JC00000204,99000M51895,Windshield Washer Fluid,Consumable,1.0,1541.37,1541.37,GST5
LI000000340,JC00000204,38284744,Damper Pulley,Mid,1.0,3036.25,3036.25,GST18
LI000000341,JC00000205,99000M68395,Super Lubricant,Consumable,1.0,942.79,942.79,GST18
LI000000342,JC00000205,990J0M68507,Steering Cover,Consumable,0.25,1376.35,344.09,GST18
LI000000343,JC00000205,99000M89349,Super Adhesive,Consumable,2.0,1209.35,2418.7,GST18
LI000000344,JC00000206,4861638,Hose Clamp,Micro,1.0,357.99,357.99,GST18
LI000000345,JC00000207,0925227,O-Ring Washer,Micro,1.0,1316.41,1316.41,GST12
LI000000346,JC00000207,99000M52648,Super Cleaner,Consumable,0.25,1572.62,393.16,GST5
LI000000347,JC00000207,3838790,Hose Clamp,Micro,1.0,891.48,891.48,GST18
LI000000348,JC00000208,34221561,ECM Harness,Mid,1.0,15227.52,15227.52,GST18
LI000000349,JC00000209,990J0M33837,Super Lubricant,Consumable,0.25,201.68,50.42,GST12
LI000000350,JC00000209,990J0M52880,Coolant,PM,1.0,3767.33,3767.33,GST12
LI000000351,JC00000209,3E022149,Chassis Frame,Macro,1.0,206700.93,206700.93,GST12
LI000000352,JC00000210,99000M93858,Super Cleaner,Consumable,0.25,1361.19,340.3,GST18
LI000000353,JC00000211,99000M35557,Microfibre Cloth,Consumable,2.0,341.63,683.26,GST12
LI000000354,JC00000212,13755648,Cabin Air Filter,PM,2.0,3416.37,6832.74,GST12
LI000000355,JC00000213,99000M02567,Seat Protection Cover,Consumable,0.5,1662.12,831.06,GST18
LI000000356,JC00000214,5M013712,Powertrain Assembly,Macro,1.0,142954.94,142954.94,GST5
LI000000357,JC00000215,3863472,O-Ring Washer,Micro,2.0,547.81,1095.62,GST12
LI000000358,JC00000215,165893072,Coolant,PM,1.0,4754.8,4754.8,GST18
LI000000359,JC00000216,99000M62602,Seat Protection Cover,Consumable,0.5,740.79,370.4,GST5
LI000000360,JC00000216,99145772,Clutch Fluid,PM,2.0,5703.91,11407.82,GST12
LI000000361,JC00000217,137676775,Clutch Fluid,PM,1.0,499.25,499.25,GST18
LI000000362,JC00000217,99000M67651,RTV Gasket Maker,Consumable,0.25,2444.97,611.24,GST5
LI000000363,JC00000217,990J0M962061,Engine Oil Filter,PM,1.0,2481.97,2481.97,GST18
LI000000364,JC00000218,99000M38523,Super Adhesive,Consumable,1.0,2342.25,2342.25,GST5
LI000000365,JC00000218,991705470,Brake Fluid,PM,1.0,4406.5,4406.5,GST5
LI000000366,JC00000219,4861232,Seal Ring,Micro,4.0,721.98,2887.92,GST18
LI000000367,JC00000220,3E086329,Gearbox,Macro,1.0,196566.34,196566.34,GST12
LI000000368,JC00000220,38271272,Thermostat,Mid,1.0,16262.31,16262.31,GST12
LI000000369,JC00000221,99000M52648,Super Cleaner,Consumable,0.5,1572.62,786.31,GST12
LI000000370,JC00000221,4869554,Lock Pin,Micro,1.0,1368.22,1368.22,GST18
LI000000371,JC00000221,5M075108,Engine Block Assembly,Macro,1.0,110014.91,110014.91,GST12
LI000000372,JC00000222,13755648,Cabin Air Filter,PM,1.0,3416.37,3416.37,GST18
LI000000373,JC00000223,137582615,Fuel Filter Kit,PM,1.0,1655.97,1655.97,GST18
LI000000374,JC00000223,3867988,Tie Rod Lock Washer,Micro,1.0,892.86,892.86,GST18
LI000000375,JC00000224,1120058368,Differential Assembly,Macro,1.0,58528.68,58528.68,GST18
LI000000376,JC00000224,95142981,Relay Module,Mid,1.0,4644.74,4644.74,GST5
LI000000377,JC00000225,16572516,Engine Oil Filter,PM,1.0,1356.09,1356.09,GST5
LI000000378,JC00000225,3835033,Hose Clamp,Micro,2.0,104.6,209.2,GST5
LI000000379,JC00000226,99000M62302,Body G3 Advance Liquid,Consumable,2.0,958.42,1916.84,GST18
LI000000380,JC00000226,3862865,Spring Clip,Micro,2.0,158.86,317.72,GST5
LI000000381,JC00000226,1120067993,Powertrain Assembly,Macro,1.0,106862.91,106862.91,GST12
LI000000382,JC00000227,990J0M99613,Engine Oil 5W30,PM,2.0,2219.95,4439.9,GST18
LI000000383,JC00000227,99000M67651,RTV Gasket Maker,Consumable,1.0,2444.97,2444.97,GST18
LI000000384,JC00000227,990J0M12676,Super Adhesive,Consumable,0.5,2316.49,1158.24,GST18
LI000000385,JC00000228,99000M23724,Car Primer,Consumable,0.25,1369.33,342.33,GST18
LI000000386,JC00000229,34255004,Brake Shoe Set,Mid,1.0,1811.52,1811.52,GST12
LI000000387,JC00000229,3E018927,Cylinder Head Assembly,Macro,1.0,119438.57,119438.57,GST18
LI000000388,JC00000230,990J0M22710,Microfibre Cloth,Consumable,0.25,813.49,203.37,GST18
LI000000389,JC00000231,3862605,Spring Clip,Micro,1.0,734.28,734.28,GST12
LI000000390,JC00000231,95123629,Brake Pad Set,Mid,1.0,32685.59,32685.59,GST5
LI000000391,JC00000232,165261633,Air Filter Element,PM,1.0,5193.73,5193.73,GST18
LI000000392,JC00000232,99000M37167,Rubber Care,Consumable,0.25,1584.44,396.11,GST5
LI000000393,JC00000233,17664615,Brake Disc,Mid,1.0,39381.88,39381.88,GST18
LI000000394,JC00000233,1120091571,Body Shell in White,Macro,1.0,121165.4,121165.4,GST5
LI000000395,JC00000234,990J0M68158,Seat Protection Cover,Consumable,0.25,1713.74,428.44,GST18
LI000000396,JC00000235,99000M02378,Seat Protection Cover,Consumable,0.5,1991.52,995.76,GST18
LI000000397,JC00000236,99000M49090,Body G3 Advance Liquid,Consumable,1.0,2179.94,2179.94,GST18
LI000000398,JC00000236,991502732,Cabin Air Filter,PM,1.0,3574.83,3574.83,GST12
LI000000399,JC00000236,3862625,Bolt Kit,Micro,1.0,1384.83,1384.83,GST18
LI000000400,JC00000237,3837413,Seal Ring,Micro,4.0,249.67,998.68,GST18
LI000000401,JC00000237,4861232,Seal Ring,Micro,1.0,721.98,721.98,GST18
LI000000402,JC00000238,990J0M99613,Engine Oil 5W30,PM,1.0,2219.95,2219.95,GST5
LI000000403,JC00000239,990J0M23299,Super Adhesive,Consumable,1.0,1262.81,1262.81,GST5
LI000000404,JC00000240,1120067993,Powertrain Assembly,Macro,1.0,106862.91,106862.91,GST5
LI000000405,JC00000241,990J0M89485,Super Cleaner,Consumable,0.5,1068.64,534.32,GST12
LI000000406,JC00000241,990J0M39109,Upholstery Cleaner,Consumable,1.0,697.24,697.24,GST18
LI000000407,JC00000241,99000M23724,Car Primer,Consumable,1.0,1369.33,1369.33,GST12
LI000000408,JC00000242,5M044084,Transmission Assembly,Macro,1.0,79579.42,79579.42,GST18
LI000000409,JC00000242,99000M78079,Foam Wash Liquid,Consumable,0.25,741.04,185.26,GST18
LI000000410,JC00000243,99000M91397,Tyre Shine,Consumable,1.0,2403.32,2403.32,GST12
LI000000411,JC00000244,990J0M05496,Super Adhesive,Consumable,0.5,238.34,119.17,GST12
LI000000412,JC00000244,990J0M23299,Super Adhesive,Consumable,0.5,1262.81,631.4,GST18
LI000000413,JC00000245,3862605,Spring Clip,Micro,1.0,734.28,734.28,GST18
LI000000414,JC00000246,3E027087,Gearbox,Macro,1.0,89756.22,89756.22,GST12
LI000000415,JC00000247,99000M70350,Steering Cover,Consumable,2.0,2298.75,4597.5,GST18
LI000000416,JC00000248,99000M32721,RTV Gasket Maker,Consumable,1.0,2247.4,2247.4,GST12
LI000000417,JC00000248,99000M78963,Body G3 Advance Liquid,Consumable,1.0,470.29,470.29,GST18
LI000000418,JC00000249,990J0M46853,Body Wax Top,Consumable,0.5,2455.6,1227.8,GST18
LI000000419,JC00000250,990J0M07553,Super Cleaner,Consumable,1.0,1050.69,1050.69,GST18
LI000000420,JC00000250,99000M39744,Upholstery Cleaner,Consumable,0.25,340.54,85.14,GST5
LI000000421,JC00000251,34236431,ECM Harness,Mid,1.0,26240.84,26240.84,GST12
LI000000422,JC00000252,4868730,Hose Clamp,Micro,1.0,1424.53,1424.53,GST18
LI000000423,JC00000253,16521122,Spark Plug,PM,2.0,2559.49,5118.98,GST18
LI000000424,JC00000254,0928783,Spring Clip,Micro,1.0,155.69,155.69,GST18
LI000000425,JC00000255,99000M99252,Super Adhesive (19 ml),Consumable,0.25,111.0,27.75,GST12
LI000000426,JC00000256,3837777,Hose Clamp,Micro,4.0,66.1,264.4,GST5
LI000000427,JC00000257,99000M93724,Body G3 Advance Liquid,Consumable,0.5,1091.79,545.9,GST5
LI000000428,JC00000258,13761571,Wiper Blade Insert,PM,1.0,2758.1,2758.1,GST18
LI000000429,JC00000258,99000M87245,Rubber Care,Consumable,0.5,138.69,69.34,GST12
LI000000430,JC00000259,990J0M32616,Car Primer,Consumable,1.0,230.35,230.35,GST5
LI000000431,JC00000259,99000M37167,Rubber Care,Consumable,0.25,1584.44,396.11,GST18
LI000000432,JC00000260,42131804,AC Compressor Bracket,Mid,1.0,34474.83,34474.83,GST12
LI000000433,JC00000260,990J0M47212,Seat Protection Cover,Consumable,2.0,48.49,96.98,GST18
LI000000434,JC00000260,3863635,Spring Clip,Micro,2.0,104.41,208.82,GST18
LI000000435,JC00000261,99000M45553,Body G3 Advance Liquid,Consumable,2.0,707.04,1414.08,GST18
LI000000436,JC00000261,4869915,Lock Pin,Micro,1.0,1105.69,1105.69,GST12
LI000000437,JC00000261,99000M49090,Body G3 Advance Liquid,Consumable,0.25,2179.94,544.98,GST18
LI000000438,JC00000262,990J0M47290,Microfibre Cloth,Consumable,0.25,36.99,9.25,GST12
LI000000439,JC00000262,990J0M10976,Super Adhesive,Consumable,1.0,99.5,99.5,GST12
LI000000440,JC00000263,13785932,Clutch Fluid,PM,1.0,1363.58,1363.58,GST18
LI000000441,JC00000263,4868901,Seal Ring,Micro,2.0,608.21,1216.42,GST18
LI000000442,JC00000263,99000M56896,Rubber Care,Consumable,1.0,1485.11,1485.11,GST12
LI000000443,JC00000264,0927493,Banjo Connector Screw,Micro,1.0,1381.7,1381.7,GST18
LI000000444,JC00000264,99000M05959,Steering Cover,Consumable,1.0,1076.5,1076.5,GST5
LI000000445,JC00000264,990J0M62866,RTV Gasket Maker,Consumable,0.5,2230.82,1115.41,GST18
LI000000446,JC00000265,42174674,AC Compressor Bracket,Mid,1.0,856.7,856.7,GST18
LI000000447,JC00000266,990J0M76223,Tyre Shine,Consumable,0.25,1091.64,272.91,GST5
LI000000448,JC00000267,99000M83221,Super Lubricant,Consumable,0.25,1743.8,435.95,GST5
LI000000449,JC00000267,5M055113,Powertrain Assembly,Macro,2.0,59726.34,119452.68,GST5
LI000000450,JC00000268,990J0M62866,RTV Gasket Maker,Consumable,0.5,2230.82,1115.41,GST12
LI000000451,JC00000268,0923551,O-Ring Washer,Micro,1.0,1004.62,1004.62,GST18
LI000000452,JC00000268,99000M52648,Super Cleaner,Consumable,2.0,1572.62,3145.24,GST5
LI000000453,JC00000269,990J0M07815,Super Cleaner,Consumable,1.0,1789.34,1789.34,GST18
LI000000454,JC00000270,165478165,Air Filter Element,PM,1.0,2410.06,2410.06,GST18
LI000000455,JC00000271,990J0M76223,Tyre Shine,Consumable,0.25,1091.64,272.91,GST18
LI000000456,JC00000272,99000M50527,RTV Gasket Maker,Consumable,0.25,2239.85,559.96,GST18
LI000000457,JC00000272,99000M26319,Car Primer,Consumable,0.5,1683.62,841.81,GST12
LI000000458,JC00000273,4862792,Crush Washer,Micro,1.0,357.68,357.68,GST12
LI000000459,JC00000273,990J0M11103,Car Primer,Consumable,1.0,358.81,358.81,GST5
LI000000460,JC00000274,3836449,Seal Ring,Micro,1.0,391.08,391.08,GST18
LI000000461,JC00000275,99000M76830,Seat Protection Cover,Consumable,2.0,1120.12,2240.24,GST18
LI000000462,JC00000275,990J0M47212,Seat Protection Cover,Consumable,1.0,48.49,48.49,GST18
LI000000463,JC00000276,42186619,Wheel Cylinder,Mid,1.0,6257.38,6257.38,GST12
LI000000464,JC00000277,1120058320,Powertrain Assembly,Macro,1.0,244978.35,244978.35,GST5
LI000000465,JC00000277,99000M48935,Windshield Washer Fluid,Consumable,0.25,1352.96,338.24,GST12
LI000000466,JC00000277,3E074174,Front End Module,Macro,1.0,188165.33,188165.33,GST18
LI000000467,JC00000278,99000M89790,Body Wax Top,Consumable,0.25,2435.88,608.97,GST5
LI000000468,JC00000279,990J0M17169,Super Lubricant,Consumable,2.0,441.68,883.36,GST5
LI000000469,JC00000279,1120023467,Transmission Assembly,Macro,1.0,151519.03,151519.03,GST12
LI000000470,JC00000279,990J0M26972,Seat Protection Cover,Consumable,0.25,932.9,233.22,GST18
LI000000471,JC00000280,0927600,O-Ring Washer,Micro,2.0,380.91,761.82,GST12
LI000000472,JC00000281,99000M93274,Super Cleaner,Consumable,0.5,1527.82,763.91,GST18
LI000000473,JC00000281,99000M23493,Steering Cover,Consumable,0.25,1528.89,382.22,GST12
LI000000474,JC00000282,4867881,Crush Washer,Micro,1.0,914.09,914.09,GST5
LI000000475,JC00000282,990J0M33837,Super Lubricant,Consumable,2.0,201.68,403.36,GST18
LI000000476,JC00000282,6A013726,Complete Body Shell,Macro,1.0,101118.46,101118.46,GST18
LI000000477,JC00000283,990J0M23103,Body Wax Top,Consumable,0.5,2325.74,1162.87,GST5
LI000000478,JC00000284,990J0M21969,Upholstery Cleaner,Consumable,0.5,1049.35,524.67,GST18
LI000000479,JC00000285,99000M68395,Super Lubricant,Consumable,1.0,942.79,942.79,GST18
LI000000480,JC00000286,17636289,Brake Disc,Mid,2.0,32168.26,64336.52,GST12
LI000000481,JC00000287,99000M89349,Super Adhesive,Consumable,1.0,1209.35,1209.35,GST12
LI000000482,JC00000288,3833645,Lock Pin,Micro,1.0,1144.88,1144.88,GST18
LI000000483,JC00000289,3E091889,Front End Module,Macro,1.0,72826.37,72826.37,GST5
LI000000484,JC00000290,990J0M84906,Super Lubricant,Consumable,1.0,2342.46,2342.46,GST18
LI000000485,JC00000290,3867943,Banjo Connector Screw,Micro,1.0,938.03,938.03,GST18
LI000000486,JC00000291,13761571,Wiper Blade Insert,PM,1.0,2758.1,2758.1,GST5
LI000000487,JC00000292,95193194,Relay Module,Mid,1.0,1850.42,1850.42,GST12
LI000000488,JC00000293,990J0M00864,Body G3 Advance Liquid,Consumable,0.5,869.23,434.62,GST12
LI000000489,JC00000294,6A033196,Chassis Frame,Macro,1.0,219013.43,219013.43,GST12
LI000000490,JC00000295,13780M72R00,Air Filter Element,PM,2.0,420.0,840.0,GST18
LI000000491,JC00000295,99000M21687,Upholstery Cleaner,Consumable,3.0,564.22,1692.66,GST18
LI000000492,JC00000296,990J0M26972,Seat Protection Cover,Consumable,0.5,932.9,466.45,GST12
LI000000493,JC00000296,4869070,Spacer Shim,Micro,1.0,723.85,723.85,GST12
LI000000494,JC00000297,0921950,Banjo Connector Screw,Micro,1.0,55.13,55.13,GST18
LI000000495,JC00000297,95125313,Relay Module,Mid,1.0,23934.51,23934.51,GST12
LI000000496,JC00000298,34221561,ECM Harness,Mid,1.0,15227.52,15227.52,GST5
LI000000497,JC00000299,3833593,Spacer Shim,Micro,1.0,757.61,757.61,GST12
LI000000498,JC00000299,990J0M48200,Steering Cover,Consumable,1.0,505.12,505.12,GST18
LI000000499,JC00000300,99000M93858,Super Cleaner,Consumable,3.0,1361.19,4083.57,GST18
LI000000500,JC00000300,17688797,Brake Disc,Mid,1.0,26353.19,26353.19,GST18
LI000000501,JC00000301,3832252,Spacer Shim,Micro,4.0,960.85,3843.4,GST18
LI000000502,JC00000301,4863797,Spacer Shim,Micro,2.0,800.51,1601.02,GST18
LI000000503,JC00000302,42184137,AC Compressor Bracket,Mid,1.0,25921.32,25921.32,GST12
LI000000504,JC00000302,990J0M27365,Foam Wash Liquid,Consumable,0.5,2436.24,1218.12,GST12
LI000000505,JC00000302,3E022149,Chassis Frame,Macro,1.0,206700.93,206700.93,GST12
LI000000506,JC00000303,3867166,Banjo Connector Screw,Micro,1.0,435.45,435.45,GST18
LI000000507,JC00000304,990J0M61277,Microfibre Cloth,Consumable,0.25,32.9,8.22,GST12
LI000000508,JC00000304,990J0M00864,Body G3 Advance Liquid,Consumable,0.5,869.23,434.62,GST18
LI000000509,JC00000305,38259786,Damper Pulley,Mid,1.0,23993.68,23993.68,GST18
LI000000510,JC00000306,99149974,Cabin Air Filter,PM,1.0,2136.74,2136.74,GST18
LI000000511,JC00000307,17694878,Ignition Coil,Mid,1.0,5696.92,5696.92,GST18
LI000000512,JC00000307,95180135,Brake Pad Set,Mid,1.0,14689.72,14689.72,GST5
LI000000513,JC00000307,990J0M91412,Air Filter Element,PM,1.0,3797.18,3797.18,GST12
LI000000514,JC00000308,99000M37167,Rubber Care,Consumable,0.25,1584.44,396.11,GST12
LI000000515,JC00000308,990J0M43130,Spark Plug,PM,1.0,4199.96,4199.96,GST18
LI000000516,JC00000308,3839434,Seal Ring,Micro,1.0,618.54,618.54,GST18
LI000000517,JC00000309,99000M63345,Car Primer,Consumable,0.5,2219.16,1109.58,GST18
LI000000518,JC00000309,990J0M71736,Super Adhesive,Consumable,1.0,549.85,549.85,GST18
LI000000519,JC00000310,99000M92782,Car Primer,Consumable,1.0,2071.39,2071.39,GST12
LI000000520,JC00000311,99144832,Clutch Fluid,PM,1.0,2291.34,2291.34,GST12
LI000000521,JC00000312,137535165,Wiper Blade Insert,PM,1.0,2589.39,2589.39,GST18
LI000000522,JC00000313,95153585,Brake Pad Set,Mid,1.0,36077.72,36077.72,GST12
LI000000523,JC00000314,42173416,AC Compressor Bracket,Mid,1.0,39367.12,39367.12,GST18
LI000000524,JC00000314,99000M91802,Steering Cover,Consumable,0.5,2270.16,1135.08,GST18
LI000000525,JC00000314,6A075429,Complete Body Shell,Macro,1.0,136066.17,136066.17,GST18
LI000000526,JC00000315,990J0M88678,Seat Protection Cover,Consumable,2.0,1707.22,3414.44,GST18
LI000000527,JC00000316,990J0M37204,Steering Cover,Consumable,1.0,2166.78,2166.78,GST12
LI000000528,JC00000317,990J0M20319,Body Wax Top,Consumable,2.0,2106.88,4213.76,GST12
LI000000529,JC00000318,5M014470,Differential Assembly,Macro,1.0,59262.03,59262.03,GST18
LI000000530,JC00000318,991788281,Wiper Blade Insert,PM,1.0,684.26,684.26,GST5
LI000000531,JC00000318,34247412,Brake Shoe Set,Mid,1.0,19984.44,19984.44,GST5
LI000000532,JC00000319,99000M02879,Super Lubricant,Consumable,1.0,1633.38,1633.38,GST18
LI000000533,JC00000319,99000M93274,Super Cleaner,Consumable,2.0,1527.82,3055.64,GST12
LI000000534,JC00000320,99000M29602,RTV Gasket Maker,Consumable,2.0,213.17,426.34,GST5
LI000000535,JC00000320,0927371,Bolt Kit,Micro,1.0,1106.55,1106.55,GST12
LI000000536,JC00000321,99000M96286,Upholstery Cleaner,Consumable,0.5,171.98,85.99,GST12
LI000000537,JC00000322,3834030,Lock Pin,Micro,1.0,501.56,501.56,GST18
LI000000538,JC00000323,3833593,Spacer Shim,Micro,1.0,757.61,757.61,GST18
LI000000539,JC00000323,990J0M39430,Engine Oil Filter,PM,1.0,3197.18,3197.18,GST18
LI000000540,JC00000324,6A041890,Cylinder Head Assembly,Macro,2.0,169838.09,339676.18,GST5
LI000000541,JC00000324,991808362,Cabin Air Filter,PM,1.0,2166.25,2166.25,GST12
LI000000542,JC00000325,99000M80652,Foam Wash Liquid,Consumable,1.0,1467.02,1467.02,GST18
LI000000543,JC00000326,990J0M79585,Windshield Washer Fluid,Consumable,1.0,1826.72,1826.72,GST18
LI000000544,JC00000327,4863204,Crush Washer,Micro,1.0,1129.84,1129.84,GST18
LI000000545,JC00000328,3862605,Spring Clip,Micro,1.0,734.28,734.28,GST12
LI000000546,JC00000328,6A025398,Gearbox,Macro,1.0,74742.78,74742.78,GST18
LI000000547,JC00000329,5M013712,Powertrain Assembly,Macro,1.0,142954.94,142954.94,GST18
LI000000548,JC00000330,165756701,Engine Oil Filter,PM,1.0,4406.74,4406.74,GST5
LI000000549,JC00000330,990J0M59648,Car Primer,Consumable,0.25,626.85,156.71,GST12
LI000000550,JC00000331,5M083770,Differential Assembly,Macro,1.0,206051.65,206051.65,GST18
LI000000551,JC00000332,137535165,Wiper Blade Insert,PM,1.0,2589.39,2589.39,GST12
