Job_Card_Number,Date_In,Dealer_ID,Chassis_Number,Customer_ID,Service_Type,Odometer_Reading,Visit_Reason
JC00000317,2025-06-15,DLR022,VIN0017468,CUST000663,General Repair,109964,Routine
JC00000318,2025-07-09,DLR018,VIN0015762,CUST003250,Inspection,41934,Routine
JC00000319,2025-09-14,DLR020,VIN0001806,CUST013950,Inspection,94440,Routine
JC00000320,2025-10-13,DLR002,VIN0016105,CUST018610,Inspection,93144,Routine
JC00000321,2025-11-06,DLR025,VIN0014999,CUST023156,Inspection,55146,Routine
JC00000322,2025-12-10,DLR011,VIN0014822,CUST020126,Accident Repair,33958,Routine
JC00000323,2025-07-29,DLR021,VIN0020299,CUST000560,General Repair,1236,Routine
JC00000324,2025-07-03,DLR025,VIN0002471,CUST005761,Periodic Service,53785,Routine
JC00000325,2025-09-02,DLR023,VIN0009008,CUST022211,General Repair,25497,Routine
JC00000326,2025-05-13,DLR022,VIN0007033,CUST008201,General Repair,9103,Routine
JC00000327,2025-11-27,DLR016,VIN0018697,CUST017105,Inspection,51148,Routine
JC00000328,2025-09-29,DLR022,VIN0023867,CUST007006,Inspection,63331,Routine
JC00000329,2025-03-24,DLR014,VIN0006121,CUST016138,Inspection,28524,Routine
JC00000330,2025-04-06,DLR003,VIN0023691,CUST014368,Inspection,21055,Routine
JC00000331,2025-09-25,DLR003,VIN0000281,CUST020418,Accident Repair,78068,Campaign
JC00000332,2025-01-01,DLR030,VIN0017251,CUST016660,Inspection,35277,Routine
JC00000333,2025-08-25,DLR005,VIN0015961,CUST015414,Accident Repair,41168,Routine
JC00000334,2025-08-28,DLR017,VIN0012154,CUST018677,General Repair,44592,Routine
JC00000335,2025-06-19,DLR001,VIN0006030,CUST002780,Accident Repair,6350,Routine
JC00000336,2025-08-11,DLR001,VIN0016869,CUST019310,Inspection,43870,Routine
JC00000337,2025-09-28,DLR017,VIN0002244,CUST002637,General Repair,70568,Routine
JC00000338,2025-11-22,DLR027,VIN0010383,CUST003352,General Repair,88736,Routine
JC00000339,2025-01-09,DLR004,VIN0020688,CUST005939,Periodic Service,3770,Routine
JC00000340,2025-09-09,DLR018,VIN0009949,CUST024281,General Repair,105778,Routine
JC00000341,2025-05-08,DLR027,VIN0010747,CUST022557,Accident Repair,10564,Routine
JC00000342,2025-03-28,DLR015,VIN0020242,CUST017611,General Repair,105963,Routine
JC00000343,2025-05-06,DLR022,VIN0017748,CUST006062,Inspection,13244,Routine
JC00000344,2025-06-15,DLR022,VIN0002455,CUST010964,Inspection,3700,Routine
JC00000345,2025-04-19,DLR025,VIN0022186,CUST006076,Inspection,26404,Routine
JC00000346,2025-09-12,DLR003,VIN0023542,CUST011980,Accident Repair,11887,Routine
JC00000347,2025-01-14,DLR014,VIN0001328,CUST020189,General Repair,27985,Routine
JC00000348,2025-07-19,DLR001,VIN0017881,CUST024159,General Repair,71190,Routine
JC00000349,2025-09-24,DLR025,VIN0024601,CUST024743,General Repair,88542,Routine
JC00000350,2025-04-02,DLR016,VIN0017352,CUST011617,Accident Repair,73954,Routine
JC00000351,2025-10-25,DLR009,VIN0019522,CUST021507,Inspection,74367,Routine
JC00000352,2025-08-17,DLR001,VIN0024154,CUST015544,Accident Repair,104657,Routine
JC00000353,2025-04-21,DLR012,VIN0017815,CUST020971,Inspection,65091,Routine
JC00000354,2025-01-15,DLR009,VIN0020035,CUST008530,General Repair,28580,Routine
JC00000355,2025-03-05,DLR009,VIN0018027,CUST008138,Periodic Service,111575,Routine
JC00000356,2025-12-01,DLR017,VIN0023032,CUST016670,Accident Repair,75477,Routine
JC00000357,2025-02-01,DLR008,VIN0006604,CUST024164,General Repair,41497,Routine
JC00000358,2025-03-19,DLR016,VIN0007012,CUST005133,Inspection,110337,Routine
JC00000359,2025-10-11,DLR002,VIN0009592,CUST009973,General Repair,74183,Routine
JC00000360,2025-05-20,DLR023,VIN0009797,CUST015563,General Repair,50874,Routine
JC00000361,2025-06-30,DLR001,VIN0013062,CUST002563,Accident Repair,104299,Routine
JC00000362,2025-10-03,DLR012,VIN0015121,CUST020275,Periodic Service,62085,Routine
JC00000363,2025-12-27,DLR006,VIN0013647,CUST013966,Accident Repair,110954,Routine
JC00000364,2025-03-26,DLR012,VIN0012645,CUST021999,Accident Repair,65124,Routine
JC00000365,2025-09-21,DLR006,VIN0003661,CUST014913,General Repair,107661,Routine
JC00000366,2025-05-08,DLR021,VIN0021103,CUST007697,Inspection,45762,Routine
JC00000367,2025-02-28,DLR020,VIN0008464,CUST010581,Accident Repair,18767,Routine
JC00000368,2025-04-28,DLR025,VIN0003039,CUST024594,Accident Repair,32987,Routine
JC00000369,2025-06-23,DLR027,VIN0005314,CUST011828,Accident Repair,54590,Routine
JC00000370,2025-06-28,DLR021,VIN0012677,CUST010239,General Repair,23852,Routine
JC00000371,2025-05-20,DLR023,VIN0003763,CUST011000,Accident Repair,25327,Routine
JC00000372,2025-04-29,DLR027,VIN0024754,CUST011929,Accident Repair,49798,Routine
JC00000373,2025-08-30,DLR020,VIN0001339,CUST018131,General Repair,11137,Routine
JC00000374,2025-11-25,DLR002,VIN0015837,CUST008915,General Repair,96628,Routine
JC00000375,2025-01-29,DLR002,VIN0006578,CUST012961,Inspection,55232,Routine
JC00000376,2025-11-13,DLR026,VIN0024723,CUST011565,Inspection,3927,Routine
JC00000377,2025-09-15,DLR029,VIN0008851,CUST005893,General Repair,33695,Routine
JC00000378,2025-11-30,DLR023,VIN0001426,CUST011794,Accident Repair,4945,Routine
JC00000379,2025-01-05,DLR009,VIN0010068,CUST011401,Periodic Service,1892,Routine
JC00000380,2025-07-07,DLR011,VIN0007459,CUST011900,Accident Repair,1787,Routine
JC00000381,2025-06-12,DLR024,VIN0001369,CUST006784,Accident Repair,82475,Routine
JC00000382,2025-12-09,DLR020,VIN0015400,CUST011815,Inspection,76785,Routine
JC00000383,2025-08-06,DLR029,VIN0005688,CUST023951,Accident Repair,84630,Routine
JC00000384,2025-04-06,DLR007,VIN0022259,CUST002027,Inspection,78597,Routine
JC00000385,2025-07-29,DLR012,VIN0018132,CUST018918,Recall,34323,Routine
JC00000386,2025-11-12,DLR023,VIN0009661,CUST005334,Inspection,37799,Routine
JC00000387,2025-04-21,DLR029,VIN0021279,CUST000858,Recall,73243,Routine
JC00000388,2025-06-17,DLR016,VIN0010465,CUST013521,Accident Repair,103529,Routine
JC00000389,2025-08-22,DLR023,VIN0015106,CUST000521,Accident Repair,46347,Campaign
JC00000390,2025-08-21,DLR010,VIN0018144,CUST013480,General Repair,49644,Routine
JC00000391,2025-07-25,DLR004,VIN0014620,CUST014837,Accident Repair,16626,Routine
JC00000392,2025-05-11,DLR002,VIN0000239,CUST021134,Inspection,106046,Routine
JC00000393,2025-05-04,DLR010,VIN0005506,CUST012592,Inspection,84016,Routine
JC00000394,2025-03-12,DLR023,VIN0017178,CUST015421,Inspection,65742,Routine
JC00000395,2025-08-09,DLR002,VIN0018349,CUST013941,Accident Repair,68580,Routine
JC00000396,2025-12-23,DLR019,VIN0006598,CUST018215,General Repair,88714,Routine
JC00000397,2025-10-24,DLR011,VIN0015429,CUST020776,Inspection,71924,Routine
JC00000398,2025-12-21,DLR028,VIN0017432,CUST005748,Periodic Service,85077,Routine
JC00000399,2025-10-20,DLR008,VIN0015338,CUST019762,General Repair,71828,Routine
JC00000400,2025-03-28,DLR011,VIN0013640,CUST015407,Inspection,92972,Routine
JC00000401,2025-09-29,DLR002,VIN0005138,CUST004884,Inspection,48243,Routine
JC00000402,2025-10-01,DLR007,VIN0005130,CUST010278,Accident Repair,93517,Routine
JC00000403,2025-03-12,DLR017,VIN0017182,CUST005588,Inspection,29389,Routine
JC00000404,2025-02-08,DLR027,VIN0000272,CUST015622,Periodic Service,51316,Routine
JC00000405,2025-05-16,DLR016,VIN0015158,CUST019577,Inspection,76508,Routine
JC00000406,2025-12-19,DLR025,VIN0004490,CUST003433,Inspection,100806,Routine
JC00000407,2025-12-17,DLR025,VIN0023836,CUST017428,Accident Repair,35525,Routine
JC00000408,2025-09-30,DLR022,VIN0023447,CUST005204,General Repair,97878,Routine
JC00000409,2025-01-27,DLR016,VIN0005231,CUST023509,Accident Repair,19411,Routine
JC00000410,2025-05-23,DLR008,VIN0023972,CUST016373,Inspection,86989,Routine
JC00000411,2025-07-11,DLR030,VIN0006344,CUST003031,Inspection,41675,Routine
JC00000412,2025-09-19,DLR024,VIN0020744,CUST002740,General Repair,103949,Routine
JC00000413,2025-06-09,DLR010,VIN0021111,CUST002699,Inspection,38048,Routine
JC00000414,2025-05-24,DLR018,VIN0002335,CUST002191,General Repair,4071,Routine
JC00000415,2025-09-21,DLR028,VIN0022902,CUST017777,Accident Repair,24510,Routine
JC00000416,2025-05-27,DLR012,VIN0021448,CUST018453,Periodic Service,8974,Routine
JC00000417,2025-01-30,DLR015,VIN0004230,CUST007681,Accident Repair,41476,Routine
JC00000418,2025-03-07,DLR014,VIN0007237,CUST002288,Accident Repair,9830,Routine
JC00000419,2025-12-07,DLR012,VIN0012353,CUST016128,Periodic Service,45632,Routine
JC00000420,2025-09-08,DLR023,VIN0013388,CUST012829,Inspection,82399,Routine
JC00000421,2025-07-23,DLR015,VIN0010278,CUST005608,Accident Repair,116876,Routine
JC00000422,2025-03-03,DLR023,VIN0001686,CUST007971,Inspection,84283,Routine
JC00000423,2025-02-26,DLR012,VIN0002529,CUST004532,General Repair,115065,Routine
JC00000424,2025-02-10,DLR020,VIN0020213,CUST008929,General Repair,87059,Routine
JC00000425,2025-01-05,DLR017,VIN0001581,CUST024467,Inspection,118421,Routine
JC00000426,2025-07-08,DLR029,VIN0005148,CUST009797,Inspection,60869,Routine
JC00000427,2025-11-02,DLR009,VIN0005415,CUST022630,Periodic Service,54498,Routine
JC00000428,2025-04-13,DLR018,VIN0010685,CUST022557,Periodic Service,61767,Routine
JC00000429,2025-10-13,DLR008,VIN0006297,CUST005665,Accident Repair,68780,Routine
JC00000430,2025-02-20,DLR005,VIN0022430,CUST007874,Accident Repair,3210,Routine
JC00000431,2025-04-21,DLR005,VIN0018211,CUST020374,Accident Repair,39202,Routine
JC00000432,2025-04-01,DLR015,VIN0008619,CUST013267,Inspection,67046,Routine
JC00000433,2025-11-26,DLR027,VIN0023281,CUST010054,Accident Repair,42017,Routine
JC00000434,2025-03-27,DLR026,VIN0000030,CUST016181,Inspection,68464,Routine
JC00000435,2025-11-30,DLR019,VIN0017365,CUST006129,Inspection,11527,Routine
JC00000436,2025-05-20,DLR007,VIN0017404,CUST007217,Accident Repair,77704,Routine
JC00000437,2025-01-28,DLR010,VIN0006745,CUST018500,General Repair,91290,Routine
JC00000438,2025-08-31,DLR014,VIN0011874,CUST007128,Inspection,38755,Routine
JC00000439,2025-05-16,DLR014,VIN0000130,CUST004948,Accident Repair,31652,Routine
JC00000440,2025-03-17,DLR026,VIN0003513,CUST021514,Accident Repair,57139,Campaign
JC00000441,2025-05-02,DLR018,VIN0005298,CUST010378,Accident Repair,87240,Routine
JC00000442,2025-03-11,DLR026,VIN0004345,CUST023870,Accident Repair,113416,Routine
JC00000443,2025-05-24,DLR012,VIN0019759,CUST015310,Accident Repair,101516,Campaign
JC00000444,2025-11-08,DLR004,VIN0006483,CUST023956,Accident Repair,100019,Routine
JC00000445,2025-11-22,DLR004,VIN0015927,CUST017118,Periodic Service,110031,Routine
JC00000446,2025-09-13,DLR020,VIN0024968,CUST003363,Inspection,31509,Routine
JC00000447,2025-07-05,DLR014,VIN0008445,CUST024915,Inspection,25092,Routine
JC00000448,2025-11-23,DLR023,VIN0020100,CUST020522,Accident Repair,99142,Routine
JC00000449,2025-11-20,DLR008,VIN0007826,CUST024503,General Repair,8184,Routine
JC00000450,2025-09-11,DLR028,VIN0019728,CUST003952,General Repair,82596,Routine
JC00000451,2025-07-17,DLR021,VIN0014882,CUST009129,Inspection,67304,Routine
JC00000452,2025-10-16,DLR016,VIN0009981,CUST004961,General Repair,92191,Routine
JC00000453,2025-11-21,DLR023,VIN0003373,CUST016646,Periodic Service,97639,Routine
JC00000454,2025-04-27,DLR017,VIN0021231,CUST002850,General Repair,114297,Routine
JC00000455,2025-06-03,DLR022,VIN0000573,CUST013668,Periodic Service,69934,Routine
JC00000456,2025-03-17,DLR030,VIN0022670,CUST001760,Accident Repair,110933,Routine
JC00000457,2025-09-11,DLR003,VIN0010279,CUST019447,Accident Repair,94754,Routine
JC00000458,2025-12-08,DLR015,VIN0005771,CUST012523,Accident Repair,64651,Routine
JC00000459,2025-11-16,DLR002,VIN0002800,CUST015025,Inspection,16806,Routine
JC00000460,2025-12-28,DLR027,VIN0020967,CUST017555,General Repair,83455,Routine
JC00000461,2025-03-02,DLR022,VIN0016768,CUST010023,Periodic Service,42171,Routine
JC00000462,2025-02-07,DLR001,VIN0016741,CUST011830,Accident Repair,97672,Routine
JC00000463,2025-04-01,DLR021,VIN0008314,CUST003809,General Repair,87124,Routine
JC00000464,2025-06-28,DLR015,VIN0015765,CUST009083,General Repair,87201,Routine
JC00000465,2025-09-15,DLR021,VIN0005762,CUST008194,Periodic Service,106415,Campaign
JC00000466,2025-07-16,DLR030,VIN0018903,CUST006036,Inspection,28494,Routine
JC00000467,2025-11-15,DLR016,VIN0015070,CUST017469,Accident Repair,109542,Routine
JC00000468,2025-08-08,DLR006,VIN0019025,CUST012992,Accident Repair,56977,Routine
JC00000469,2025-08-09,DLR028,VIN0017963,CUST011134,Inspection,3441,Routine
JC00000470,2025-08-30,DLR021,VIN0010664,CUST013861,General Repair,93087,Routine
JC00000471,2025-11-30,DLR024,VIN0012119,CUST005167,Inspection,115408,Routine
JC00000472,2025-05-18,DLR016,VIN0006914,CUST023126,Accident Repair,119058,Routine
JC00000473,2025-06-23,DLR011,VIN0002736,CUST007338,Inspection,7163,Routine
JC00000474,2025-12-01,DLR026,VIN0011659,CUST021279,General Repair,75505,Routine
JC00000475,2025-02-23,DLR029,VIN0011278,CUST015551,Accident Repair,29895,Routine
JC00000476,2025-09-21,DLR028,VIN0002236,CUST004926,Inspection,82839,Routine
JC00000477,2025-08-26,DLR011,VIN0010574,CUST002752,General Repair,23345,Routine
JC00000478,2025-04-16,DLR026,VIN0001787,CUST019059,Accident Repair,3594,Routine
JC00000479,2025-04-05,DLR007,VIN0012840,CUST008639,Accident Repair,42477,Routine
JC00000480,2025-06-25,DLR028,VIN0011772,CUST023976,Accident Repair,40860,Routine
JC00000481,2025-10-20,DLR005,VIN0023728,CUST023529,Accident Repair,46831,Routine
JC00000482,2025-09-02,DLR030,VIN0000415,CUST014434,Accident Repair,69696,Campaign
JC00000483,2025-07-18,DLR007,VIN0009608,CUST011484,Periodic Service,16938,Routine
JC00000484,2025-04-21,DLR019,VIN0009827,CUST001407,Accident Repair,39975,Routine
JC00000485,2025-09-16,DLR008,VIN0015712,CUST012062,Accident Repair,93523,Routine
JC00000486,2025-11-08,DLR003,VIN0016946,CUST024284,Periodic Service,19976,Routine
JC00000487,2025-03-31,DLR002,VIN0011821,CUST002359,Periodic Service,33392,Routine
JC00000488,2025-10-25,DLR020,VIN0017040,CUST005124,Inspection,114550,Routine
JC00000489,2025-05-17,DLR014,VIN0007047,CUST013844,Recall,80890,Routine
JC00000490,2025-07-28,DLR019,VIN0003383,CUST008913,General Repair,8173,Routine
JC00000491,2025-04-05,DLR030,VIN0007519,CUST012322,Accident Repair,90340,Routine
JC00000492,2025-10-16,DLR004,VIN0000129,CUST014022,Inspection,10555,Routine
JC00000493,2025-09-03,DLR023,VIN0002881,CUST016219,Periodic Service,78452,Routine
JC00000494,2025-11-26,DLR009,VIN0014746,CUST019810,Inspection,13392,Routine
JC00000495,2025-03-09,DLR018,VIN0012236,CUST020908,Inspection,74770,Routine
JC00000496,2025-11-02,DLR024,VIN0005827,CUST006353,Accident Repair,16081,Routine
JC00000497,2025-04-10,DLR028,VIN0007346,CUST019931,General Repair,90813,Routine
JC00000498,2025-10-19,DLR001,VIN0023557,CUST011411,Accident Repair,97770,Routine
JC00000499,2025-07-26,DLR019,VIN0020209,CUST020293,Inspection,17334,Routine
JC00000500,2025-04-18,DLR016,VIN0022502,CUST001128,Inspection,33672,Routine
JC00000501,2025-03-29,DLR004,VIN0005271,CUST010464,Accident Repair,113194,Routine
JC00000502,2025-12-07,DLR012,VIN0013999,CUST022002,General Repair,62446,Routine
JC00000503,2025-03-03,DLR003,VIN0010163,CUST018358,Accident Repair,78516,Routine
JC00000504,2025-08-04,DLR025,VIN0015225,CUST010990,Periodic Service,58192,Routine
JC00000505,2025-09-12,DLR024,VIN0014467,CUST010684,Inspection,108304,Campaign
JC00000506,2025-06-24,DLR025,VIN0001425,CUST020911,Inspection,31852,Routine
JC00000507,2025-12-10,DLR002,VIN0017203,CUST014845,Inspection,72845,Routine
JC00000508,2025-06-29,DLR027,VIN0008763,CUST024759,Accident Repair,94087,Routine
JC00000509,2025-02-02,DLR026,VIN0008926,CUST017207,Periodic Service,8777,Routine
JC00000510,2025-04-25,DLR024,VIN0001695,CUST000300,General Repair,19834,Routine
JC00000511,2025-07-24,DLR028,VIN0021318,CUST019306,Accident Repair,119532,Routine
JC00000512,2025-04-29,DLR005,VIN0004964,CUST015610,General Repair,56451,Routine
JC00000513,2025-07-04,DLR006,VIN0003098,CUST006232,General Repair,29534,Campaign
JC00000514,2025-12-02,DLR030,VIN0002889,CUST019082,General Repair,99595,Campaign
JC00000515,2025-02-25,DLR012,VIN0004196,CUST022146,General Repair,26047,Routine
JC00000516,2025-03-17,DLR019,VIN0019186,CUST021489,Inspection,106500,Routine
JC00000517,2025-05-10,DLR017,VIN0011723,CUST009552,Inspection,68796,Routine
JC00000518,2025-05-16,DLR030,VIN0016440,CUST010672,Inspection,33015,Routine
JC00000519,2025-11-14,DLR027,VIN0024565,CUST019235,General Repair,59645,Routine
JC00000520,2025-10-29,DLR006,VIN0002880,CUST018549,Periodic Service,57056,Routine
JC00000521,2025-03-26,DLR028,VIN0009748,CUST008738,Accident Repair,99548,Routine
JC00000522,2025-02-10,DLR027,VIN0016875,CUST009358,General Repair,18757,Routine
JC00000523,2025-10-02,DLR019,VIN0004155,CUST002665,Inspection,56375,Routine
JC00000524,2025-04-02,DLR024,VIN0014537,CUST011373,General Repair,113513,Routine
JC00000525,2025-10-25,DLR030,VIN0009848,CUST020579,Accident Repair,12702,Routine
JC00000526,2025-12-17,DLR028,VIN0013471,CUST008040,Periodic Service,114389,Routine
JC00000527,2025-12-09,DLR017,VIN0008605,CUST001976,Accident Repair,18766,Campaign
JC00000528,2025-02-16,DLR016,VIN0021614,CUST013738,General Repair,25955,Campaign
JC00000529,2025-10-16,DLR028,VIN0023185,CUST014305,General Repair,112448,Routine
JC00000530,2025-04-22,DLR014,VIN0006055,CUST009763,Inspection,80337,Routine
JC00000531,2025-06-29,DLR017,VIN0010296,CUST024335,Inspection,68853,Routine
JC00000532,2025-06-08,DLR010,VIN0024204,CUST003542,Accident Repair,119193,Routine
JC00000533,2025-06-13,DLR012,VIN0008012,CUST023219,Periodic Service,117446,Routine
JC00000534,2025-06-17,DLR009,VIN0011664,CUST017384,Accident Repair,97553,Routine
JC00000535,2025-07-10,DLR024,VIN0021650,CUST005246,General Repair,83448,Routine
JC00000536,2025-06-19,DLR013,VIN0019436,CUST012199,General Repair,55237,Routine
JC00000537,2025-08-13,DLR015,VIN0007397,CUST018166,Inspection,53064,Routine
JC00000538,2025-08-25,DLR008,VIN0012088,CUST007690,General Repair,73908,Routine
JC00000539,2025-11-30,DLR028,VIN0013374,CUST016430,General Repair,110348,Routine
JC00000540,2025-03-08,DLR003,VIN0008858,CUST002535,Inspection,23380,Routine
JC00000541,2025-12-11,DLR013,VIN0012806,CUST023179,Inspection,52523,Routine
JC00000542,2025-04-10,DLR028,VIN0010990,CUST012764,Inspection,38310,Routine
JC00000543,2025-10-25,DLR004,VIN0019795,CUST018705,General Repair,4269,Routine
JC00000544,2025-06-23,DLR006,VIN0018191,CUST009554,General Repair,34385,Routine
JC00000545,2025-06-07,DLR011,VIN0021285,CUST014858,Accident Repair,47511,Routine
JC00000546,2025-12-03,DLR022,VIN0022756,CUST016530,General Repair,102749,Routine
JC00000547,2025-10-09,DLR020,VIN0004586,CUST005560,General Repair,101435,Routine
JC00000548,2025-02-21,DLR003,VIN0023212,CUST012073,General Repair,7793,Routine
JC00000549,2025-05-06,DLR015,VIN0013362,CUST014734,Periodic Service,69045,Routine
JC00000550,2025-10-26,DLR030,VIN0022022,CUST020917,Inspection,109858,Routine
JC00000551,2025-12-11,DLR030,VIN0008725,CUST022757,Inspection,50008,Routine
JC00000552,2025-04-20,DLR001,VIN0006483,CUST007129,Inspection,106983,Routine
JC00000553,2025-03-31,DLR009,VIN0021101,CUST018118,General Repair,59730,Routine
JC00000554,2025-04-29,DLR016,VIN0001432,CUST019261,General Repair,82494,Routine
JC00000555,2025-07-18,DLR024,VIN0020872,CUST020685,General Repair,2552,Routine
JC00000556,2025-03-29,DLR011,VIN0011417,CUST013840,Accident Repair,8691,Routine
JC00000557,2025-11-03,DLR014,VIN0009093,CUST006999,Inspection,89562,Campaign
JC00000558,2025-03-28,DLR014,VIN0013313,CUST012448,General Repair,97296,Routine
JC00000559,2025-02-08,DLR016,VIN0000965,CUST017200,Periodic Service,35361,Routine
JC00000560,2025-04-03,DLR020,VIN0007005,CUST013904,General Repair,85068,Routine
JC00000561,2025-10-24,DLR004,VIN0006992,CUST019504,General Repair,68667,Routine
JC00000562,2025-10-31,DLR024,VIN0010803,CUST011029,General Repair,13834,Routine
JC00000563,2025-12-03,DLR016,VIN0011050,CUST017020,Accident Repair,16632,Routine
JC00000564,2025-10-31,DLR006,VIN0017782,CUST024177,Inspection,11496,Routine
JC00000565,2025-07-06,DLR026,VIN0004904,CUST014857,Periodic Service,101785,Routine
JC00000566,2025-01-25,DLR007,VIN0019081,CUST022820,Accident Repair,27441,Routine
